id,headline,country,label,headline_clean,sentiment_polarity,sentiment_score,emotional_intensity,subjectivity,framing_score,loaded_language,loaded_binary,framing_norm,bias_index
2659,"A missing child, the botched case and the aunt who never stopped asking why",Australia,,a missing child the botched case and the aunt who never stopped asking why,negative,-0.1366,0.1366,0.05,0,no,0,0.0,0.06530999999999999
2660,"Khawaja stars as Heat thrash Thunder, Warner injured",Australia,,khawaja stars as heat thrash thunder warner injured,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
2661,When will Tropical Cyclone Koji hit the Australian coastline?,Australia,,when will tropical cyclone koji hit the australian coastline,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2662,Aussies on top of moguls World Cup standings as Olympics loom,Australia,,aussies on top of moguls world cup standings as olympics loom,neutral,-0.0258,0.0258,0.5,0,no,0,0.0,0.18403
2663,Harcourt community reeling after fire levels homes and businesses,Australia,,harcourt community reeling after fire levels homes and businesses,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
2664,Former Adelaide Festival leaders label Palestinian author's exclusion 'grave mistake',Australia,,former adelaide festival leaders label palestinian authors exclusion grave mistake,negative,-0.4588,0.4588,0.0,0,no,0,0.0,0.16057999999999997
2665,Thousands affected as suspected copper thieves cut cables in cyclone warning zone,Australia,,thousands affected as suspected copper thieves cut cables in cyclone warning zone,negative,-0.8519,0.8519,0.0,0,no,0,0.0,0.29816499999999996
2666,'Just rubble': Ravenswood man shares heartbreak after 'catastrophic' fire damage,Australia,,just rubble ravenswood man shares heartbreak after catastrophic fire damage,negative,-0.8834,0.8834,0.0,0,no,0,0.0,0.30918999999999996
2667,Australia to discuss critical minerals with G7 in Washington next week,Australia,,australia to discuss critical minerals with g7 in washington next week,negative,-0.3182,0.3182,0.4,0,no,0,0.0,0.25137
2668,Sabalenka crushes Muchová to reach Brisbane final,Australia,,sabalenka crushes muchov to reach brisbane final,negative,-0.4215,0.4215,1.0,0,no,0,0.0,0.497525
2669,Evacuations ordered as out-of-control fires burn in Victoria's Otways,Australia,,evacuations ordered as outofcontrol fires burn in victorias otways,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2670,Trump says oil executives will have 'total safety' if they invest in Venezuela,Australia,,trump says oil executives will have total safety if they invest in venezuela,positive,0.4754,0.4754,0.75,0,no,0,0.0,0.42888999999999994
2671,Switzerland holds national day of mourning for fatal ski bar fire,Australia,,switzerland holds national day of mourning for fatal ski bar fire,negative,-0.8316,0.8316,0.0,0,no,0,0.0,0.29106
2672,New concern brews for NSW firefighters after heatwave peak,Australia,,new concern brews for nsw firefighters after heatwave peak,neutral,0.0,0.0,0.4545454545454545,0,no,0,0.0,0.15909090909090906
2673,How a horse-mad girl from the outback became queen of racing in Queensland,Australia,,how a horsemad girl from the outback became queen of racing in queensland,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2674,Total fire ban to begin on Saturday in the ACT,Australia,,total fire ban to begin on saturday in the act,negative,-0.763,0.763,0.75,0,no,0,0.0,0.52955
2675,Man 'saved' by selfless act during anaphylactic shock on WA flight,Australia,,man saved by selfless act during anaphylactic shock on wa flight,positive,0.0516,0.0516,0.0,0,no,0,0.0,0.01806
2676,'Airport brain': The weird things Aussie travellers left behind this year,Australia,,airport brain the weird things aussie travellers left behind this year,negative,-0.1779,0.1779,0.5666666666666667,0,no,0,0.0,0.2605983333333333
2677,Inside Maduro's network of alleged drug traffickers wanted by the US,Australia,,inside maduros network of alleged drug traffickers wanted by the us,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
2678,Assault-accused MP says home detention makes him 'more wedded' to electorate,Australia,,assaultaccused mp says home detention makes him more wedded to electorate,negative,-0.3612,0.3612,0.5,0,no,0,0.0,0.30142
2679,"Teenage girl dies, two people critical after collision on major road",Australia,,teenage girl dies two people critical after collision on major road,negative,-0.5859,0.5859,0.4333333333333333,0,no,0,0.0,0.3567316666666666
2680,Thinking of learning music in the new year? These tips might help,Australia,,thinking of learning music in the new year these tips might help,positive,0.4019,0.4019,0.4545454545454545,0,no,0,0.0,0.29975590909090905
2681,Live: Mega mining company back on the cards as Glencore confirms Rio Tinto talks,Australia,,live mega mining company back on the cards as glencore confirms rio tinto talks,neutral,0.0,0.0,0.25,0,no,0,0.0,0.0875
2682,Secret documents reveal NT clubs' pokies profits staying in-house,Australia,,secret documents reveal nt clubs pokies profits staying inhouse,positive,0.4404,0.4404,0.7,0,no,0,0.0,0.39913999999999994
2683,Young woman raises $2 million while battling double dose of cancer,Australia,,young woman raises 2 million while battling double dose of cancer,negative,-0.7579,0.7579,0.2,0,no,0,0.0,0.335265
2684,'Our world changed': Matildas star returns home to face family tragedy,Australia,,our world changed matildas star returns home to face family tragedy,negative,-0.6597,0.6597,0.0,0,no,0,0.0,0.23089499999999996
2685,'Significant' prisoner release set to take place in Venezuela,Australia,,significant prisoner release set to take place in venezuela,negative,-0.4019,0.4019,0.875,0,no,0,0.0,0.44691499999999995
2686,"RBA plays the long game on inflation, so a rate rise could still be some way off",Australia,,rba plays the long game on inflation so a rate rise could still be some way off,positive,0.25,0.25,0.4,0,no,0,0.0,0.22749999999999998
2687,Joint gets Barty's backing with teenager's Aus Open milestone confirmed,Australia,,joint gets bartys backing with teenagers aus open milestone confirmed,neutral,0.0258,0.0258,0.75,0,no,0,0.0,0.27152999999999994
2688,Moderate chance of tropical cyclone developing over north east coast,Australia,,moderate chance of tropical cyclone developing over north east coast,positive,0.25,0.25,0.7,0,no,0,0.0,0.33249999999999996
2689,Murray River visitors hit with sweltering heatwave during peak season,Australia,,murray river visitors hit with sweltering heatwave during peak season,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2690,Tweed Coast land rezoned in the 1980s finally hits the housing market,Australia,,tweed coast land rezoned in the 1980s finally hits the housing market,neutral,0.0,0.0,1.0,0,no,0,0.0,0.35
2691,Citizen scientists are snapping pictures of backyard bugs to help researchers,Australia,,citizen scientists are snapping pictures of backyard bugs to help researchers,positive,0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
2692,Live: Out-of-control bushfires threaten Victorian towns amid 'catastrophic' conditions,Australia,,live outofcontrol bushfires threaten victorian towns amid catastrophic conditions,negative,-0.7003,0.7003,0.5,0,no,0,0.0,0.42010499999999995
2693,US Senate votes to limit Trump's power to order strikes in Venezuela,Australia,,us senate votes to limit trumps power to order strikes in venezuela,negative,-0.3612,0.3612,0.0,0,no,0,0.0,0.12642
2694,"Tasmania's first homebuyer concessions aid prospective buyers, but for how long?",Australia,,tasmanias first homebuyer concessions aid prospective buyers but for how long,neutral,0.0,0.0,0.3666666666666667,0,no,0,0.0,0.12833333333333333
2695,From scourge to saviour: How the sun powered the grid through a heatwave,Australia,,from scourge to saviour how the sun powered the grid through a heatwave,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2696,How the internet reacted to the fifth Ashes Test,Australia,,how the internet reacted to the fifth ashes test,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2697,What landlords are obliged to do to cool your rental,Australia,,what landlords are obliged to do to cool your rental,positive,0.3182,0.3182,0.65,0,no,0,0.0,0.33886999999999995
2698,Greenlanders who once laughed at Trump's annexation talk now feel 'scared',Australia,,greenlanders who once laughed at trumps annexation talk now feel scared,neutral,0.0258,0.0258,0.2,0,no,0,0.0,0.07902999999999999
2699,"Antisemitism inquiry welcome, but some say it was called too late",Australia,,antisemitism inquiry welcome but some say it was called too late,positive,0.25,0.25,0.75,0,no,0,0.0,0.35
2700,FBI accused of barring local authorities from Minnesota ICE shooting investigation,Australia,,fbi accused of barring local authorities from minnesota ice shooting investigation,negative,-0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
2701,The day hungry rioters and police 'lost their heads' over beef,Australia,,the day hungry rioters and police lost their heads over beef,negative,-0.3182,0.3182,0.0,0,no,0,0.0,0.11136999999999998
2702,"Heatwave, fire threat peaking as temperatures nudge record-highs",Australia,,heatwave fire threat peaking as temperatures nudge recordhighs,negative,-0.7003,0.7003,0.0,0,no,0,0.0,0.245105
2703,'It's my home': Victorians evacuate as fires intensify,Australia,,its my home victorians evacuate as fires intensify,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2704,'Catastrophic' fire warning for Victoria as out-of-control bushfires grow,Australia,,catastrophic fire warning for victoria as outofcontrol bushfires grow,negative,-0.7906,0.7906,0.0,0,no,0,0.0,0.27670999999999996
2705,"As she turns 44, Princess Catherine is quietly reshaping royal life",Australia,,as she turns 44 princess catherine is quietly reshaping royal life,neutral,0.0,0.0,0.3333333333333333,0,no,0,0.0,0.11666666666666665
2706,Last Aussie out of Brisbane International after Hijikata suffers three-set loss,Australia,,last aussie out of brisbane international after hijikata suffers threeset loss,negative,-0.6597,0.6597,0.2555555555555555,0,no,0,0.0,0.3203394444444444
2707,Bondi Beach victim outraged after her name was changed by hospital during treatment: ‘Ripped of my identity’,Australia,,bondi beach victim outraged after her name was changed by hospital during treatment ripped of my identity,negative,-0.6808,0.6808,0.525,0,no,0,0.0,0.42202999999999996
2708,Harry Brook apologises for nightclub scuffle in New Zealand ahead of Ashes,Australia,,harry brook apologises for nightclub scuffle in new zealand ahead of ashes,positive,0.2023,0.2023,0.4545454545454545,0,no,0,0.0,0.22989590909090907
2709,'Like a movie': The brazen airport heist that stunned a Pacific nation,Australia,,like a movie the brazen airport heist that stunned a pacific nation,positive,0.2732,0.2732,0.0,0,no,0,0.0,0.09562
2710,"Victorian properties feared lost as bushfires, heatwave persist",Australia,,victorian properties feared lost as bushfires heatwave persist,negative,-0.6705,0.6705,0.0,0,no,0,0.0,0.23467499999999997
2711,Pizzeria owner defends ‘sassy’ replies to bad reviews as he goes viral,Australia,,pizzeria owner defends sassy replies to bad reviews as he goes viral,negative,-0.5423,0.5423,0.6666666666666666,0,no,0,0.0,0.4231383333333333
2712,Couples 'blindsided' as wedding venue closed to make way for Olympic Stadium,Australia,,couples blindsided as wedding venue closed to make way for olympic stadium,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
2713,Two men charged with manslaughter over alleged Hobart CBD assault,Australia,,two men charged with manslaughter over alleged hobart cbd assault,negative,-0.6808,0.6808,0.1,0,no,0,0.0,0.27327999999999997
2714,"What is a pyroCB, a fire-generated thunderstorm?",Australia,,what is a pyrocb a firegenerated thunderstorm,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2715,No sightings of shooting suspect as manhunt continues in WA's Midwest,Australia,,no sightings of shooting suspect as manhunt continues in was midwest,negative,-0.5267,0.5267,0.0,0,no,0,0.0,0.18434499999999998
2716,Study finds link between room temperature and sleep stress for elderly,Australia,,study finds link between room temperature and sleep stress for elderly,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
2717,Man convicted of Toyah Cordingley's murder files appeal,Australia,,man convicted of toyah cordingleys murder files appeal,negative,-0.6908,0.6908,0.0,0,no,0,0.0,0.24177999999999997
2718,Ashes report card: Australia and England player ratings,Australia,,ashes report card australia and england player ratings,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2719,Who is the woman charged with running antisemitism royal commission?,Australia,,who is the woman charged with running antisemitism royal commission,negative,-0.2023,0.2023,0.0,0,no,0,0.0,0.07080499999999999
2720,"Trailblazing NT politician Loraine Braham has died, aged 87",Australia,,trailblazing nt politician loraine braham has died aged 87,negative,-0.5574,0.5574,0.4,0,no,0,0.0,0.33509
2721,An ICE shooting was filmed from multiple angles. No-one agrees on what happened,Australia,,an ice shooting was filmed from multiple angles noone agrees on what happened,positive,0.2023,0.2023,0.0,0,no,0,0.0,0.07080499999999999
2722,Three options the US is considering to take Greenland,Australia,,three options the us is considering to take greenland,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2723,Live: Albanese to announce royal commission into Bondi terrorist attack,Australia,,live albanese to announce royal commission into bondi terrorist attack,negative,-0.8316,0.8316,0.5,0,no,0,0.0,0.46606
2724,"'Run, but you can't hide': US-sanctioned oil tanker's two-week chase at sea",Australia,,run but you cant hide ussanctioned oil tankers twoweek chase at sea,positive,0.1967,0.1967,0.0,0,no,0,0.0,0.068845
2725,"Sabalenka continues Brisbane title defence emphatically, Rybakina marches on",Australia,,sabalenka continues brisbane title defence emphatically rybakina marches on,positive,0.1027,0.1027,0.0,0,no,0,0.0,0.035945
2726,Controversial 150-site 'eco-tourism' project approved for Queensland,Australia,,controversial 150site ecotourism project approved for queensland,positive,0.25,0.25,0.95,1,yes,1,0.499999750000125,0.619999950000025
2727,Breaking: Former High Court justice to lead Bondi royal commission,Australia,,breaking former high court justice to lead bondi royal commission,positive,0.5267,0.5267,0.2699999999999999,0,no,0,0.0,0.27884499999999995
2728,Authors withdraw from festival after Palestinian Australian author dropped,Australia,,authors withdraw from festival after palestinian australian author dropped,positive,0.4939,0.4939,0.0,0,no,0,0.0,0.172865
2729,Palestinian Australian author dropped from writers' festival after Bondi,Australia,,palestinian australian author dropped from writers festival after bondi,positive,0.4939,0.4939,0.0,0,no,0,0.0,0.172865
2730,"Lifting developer donation ban could increase risk of corruption, watchdog says",Australia,,lifting developer donation ban could increase risk of corruption watchdog says,negative,-0.5267,0.5267,0.0,0,no,0,0.0,0.18434499999999998
2731,Australia underlines its dominance to write its own Ashes story,Australia,,australia underlines its dominance to write its own ashes story,positive,0.2023,0.2023,1.0,0,no,0,0.0,0.420805
2732,"Summernats kicks off as Canberra braces for extreme heat, large crowds",Australia,,summernats kicks off as canberra braces for extreme heat large crowds,neutral,0.0,0.0,0.7142857142857143,0,no,0,0.0,0.25
2733,Two children among seven hurt in multi-vehicle crash,Australia,,two children among seven hurt in multivehicle crash,negative,-0.7269,0.7269,0.0,0,no,0,0.0,0.254415
2734,'You've saved my life': Boaties recount pulling drowning man from sea,Australia,,youve saved my life boaties recount pulling drowning man from sea,positive,0.4215,0.4215,0.0,0,no,0,0.0,0.147525
2735,"Quick hits: Khawaja's fitting farewell, a final DRS drama and Marnus madness",Australia,,quick hits khawajas fitting farewell a final drs drama and marnus madness,negative,-0.4404,0.4404,0.6666666666666666,0,no,0,0.0,0.38747333333333334
2736,Queensland man charged with murder after man dies following river incident,Australia,,queensland man charged with murder after man dies following river incident,negative,-0.7579,0.7579,0.1,0,no,0,0.0,0.30026499999999995
2737,ICE shooting in Minneapolis the latest flashpoint in Trump's war on migration,Australia,,ice shooting in minneapolis the latest flashpoint in trumps war on migration,negative,-0.5994,0.5994,0.9,0,no,0,0.0,0.52479
2738,Track the heatwave as temperatures soar,Australia,,track the heatwave as temperatures soar,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2739,Nick Reiner's high-profile lawyer quits as public defenders take over,Australia,,nick reiners highprofile lawyer quits as public defenders take over,positive,0.0772,0.0772,0.0666666666666666,0,no,0,0.0,0.050353333333333306
2740,Legal observers keep watch as ICE patrols the streets. Now one of them is dead,Australia,,legal observers keep watch as ice patrols the streets now one of them is dead,negative,-0.5859,0.5859,0.3,0,no,0,0.0,0.310065
2741,Neale has Lions' 'blessing' if he wants to return to Perth after 2026 season,Australia,,neale has lions blessing if he wants to return to perth after 2026 season,positive,0.4939,0.4939,0.1,0,no,0,0.0,0.207865
2742,Rare twin mountain gorillas born in African national park,Australia,,rare twin mountain gorillas born in african national park,neutral,0.0,0.0,0.45,0,no,0,0.0,0.1575
2743,PM's possible pick to lead Bondi royal commission sparks pushback,Australia,,pms possible pick to lead bondi royal commission sparks pushback,neutral,0.0,0.0,1.0,1,yes,1,0.499999750000125,0.549999950000025
2744,WA antique shop forced to shut after four decades as rent spikes,Australia,,wa antique shop forced to shut after four decades as rent spikes,negative,-0.4588,0.4588,0.2,0,no,0,0.0,0.23057999999999995
2745,Boom time for active holiday tours drawing travellers with 'young energy',Australia,,boom time for active holiday tours drawing travellers with young energy,positive,0.7579,0.7579,0.5,0,no,0,0.0,0.44026499999999996
2746,The best movies and TV series you can watch now — no fee required,Australia,,the best movies and tv series you can watch now no fee required,positive,0.4588,0.4588,0.3,0,no,0,0.0,0.26558
2747,RBA deputy downplays significance of easing inflation for next rates move,Australia,,rba deputy downplays significance of easing inflation for next rates move,positive,0.4767,0.4767,0.0,0,no,0,0.0,0.166845
2748,Man tells court he killed fellow prison inmate for being a 'child molester',Australia,,man tells court he killed fellow prison inmate for being a child molester,negative,-0.9022,0.9022,0.0,0,no,0,0.0,0.31577
2749,Planned wind farm next to Ramsar-listed wetlands passes 'significant' hurdle,Australia,,planned wind farm next to ramsarlisted wetlands passes significant hurdle,positive,0.2023,0.2023,0.4375,0,no,0,0.0,0.22392999999999996
2750,Ex-Test cricketer Martyn returns home after waking from induced coma,Australia,,extest cricketer martyn returns home after waking from induced coma,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2751,Police lay further charges over Melbourne boys' stabbing deaths,Australia,,police lay further charges over melbourne boys stabbing deaths,negative,-0.2732,0.2732,0.65,0,no,0,0.0,0.32311999999999996
2752,How Yasmine went from living in her car for six months to hosting a TV show,Australia,,how yasmine went from living in her car for six months to hosting a tv show,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2753,Summer film festival to be launched in Adelaide by independent film collective,Australia,,summer film festival to be launched in adelaide by independent film collective,positive,0.5719,0.5719,0.125,0,no,0,0.0,0.243915
2754,Wawrinka an unlikely ally for Kyrgios Australian Open wildcard,Australia,,wawrinka an unlikely ally for kyrgios australian open wildcard,neutral,0.0,0.0,0.3333333333333333,0,no,0,0.0,0.11666666666666665
2755,China's 'all-weather' bond with Venezuela has not helped Maduro,Australia,,chinas allweather bond with venezuela has not helped maduro,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2756,13yo boys survive crash when car splits during police chase,Australia,,13yo boys survive crash when car splits during police chase,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
2757,"Man riding with friends killed after quad bike hits stump, police say",Australia,,man riding with friends killed after quad bike hits stump police say,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
2758,Peel boosts Aussie Winter Olympics hopes with World Cup victory,Australia,,peel boosts aussie winter olympics hopes with world cup victory,positive,0.6249,0.6249,0.0,0,no,0,0.0,0.218715
2759,Kimberley fishers left waiting five years for marine park compensation,Australia,,kimberley fishers left waiting five years for marine park compensation,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2760,"Algal bloom researcher 'deeply disturbed' by political interference claims, committee told",Australia,,algal bloom researcher deeply disturbed by political interference claims committee told,negative,-0.4391,0.4391,0.25,0,no,0,0.0,0.24118499999999998
2761,NDIS worker allegedly left home before client sparked fatal fire,Australia,,ndis worker allegedly left home before client sparked fatal fire,negative,-0.7096,0.7096,0.0,0,no,0,0.0,0.24836
2762,Police investigate death of man found with head injury in Hervey Bay,Australia,,police investigate death of man found with head injury in hervey bay,negative,-0.7717,0.7717,0.0,0,no,0,0.0,0.270095
2763,Live: Retiring Khawaja leads Australia out ahead of Ashes shootout at the SCG,Australia,,live retiring khawaja leads australia out ahead of ashes shootout at the scg,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
2764,Community havens help to beat the heat in extreme conditions,Australia,,community havens help to beat the heat in extreme conditions,positive,0.4019,0.4019,1.0,0,no,0,0.0,0.49066499999999996
2765,Live: Properties feared lost in Victorian fire as southern Australian heatwave continues,Australia,,live properties feared lost in victorian fire as southern australian heatwave continues,negative,-0.7845,0.7845,0.1666666666666666,0,no,0,0.0,0.33290833333333325
2766,Peake's last-ball six hands Renegades controversial win over Scorchers,Australia,,peakes lastball six hands renegades controversial win over scorchers,positive,0.4588,0.4588,0.675,1,yes,1,0.499999750000125,0.5968299500000249
2767,Top tips for beating the heat from Australia's hottest town,Australia,,top tips for beating the heat from australias hottest town,negative,-0.296,0.296,0.5,0,no,0,0.0,0.27859999999999996
2768,Australian stars receive nods in 2026 SAG Actor Award nominations,Australia,,australian stars receive nods in 2026 sag actor award nominations,positive,0.5423,0.5423,0.0,0,no,0,0.0,0.189805
2769,Older people scammed out of thousands of dollars in 'car trouble' ploy,Australia,,older people scammed out of thousands of dollars in car trouble ploy,negative,-0.4019,0.4019,0.2666666666666666,0,no,0,0.0,0.2339983333333333
2770,ICE agent fatally shoots woman amid immigration crackdown,Australia,,ice agent fatally shoots woman amid immigration crackdown,negative,-0.6369,0.6369,0.0,0,no,0,0.0,0.222915
2771,Dragons sign star Rabbitohs forward on massive five-year deal,Australia,,dragons sign star rabbitohs forward on massive fiveyear deal,neutral,0.0,0.0,1.0,0,no,0,0.0,0.35
2772,Farmer considers selling up because of red tape on hosting campers,Australia,,farmer considers selling up because of red tape on hosting campers,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2773,"LA-like fires could hit Australian capital cities, report warns",Australia,,lalike fires could hit australian capital cities report warns,negative,-0.1027,0.1027,0.0,0,no,0,0.0,0.035945
2774,"Trump move on Greenland would mean end of NATO, says Danish leader",Australia,,trump move on greenland would mean end of nato says danish leader,neutral,0.0,0.0,0.6875,0,no,0,0.0,0.24062499999999998
2775,Desalination plans delay as search for location in WA's south continues,Australia,,desalination plans delay as search for location in was south continues,negative,-0.3182,0.3182,0.0,0,no,0,0.0,0.11136999999999998
2776,Live: Travis Head nearing another Ashes ton to start day three at SCG,Australia,,live travis head nearing another ashes ton to start day three at scg,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
2777,Djokovic withdraws from Australian Open lead-up event in Adelaide,Australia,,djokovic withdraws from australian open leadup event in adelaide,neutral,0.0,0.0,0.25,0,no,0,0.0,0.0875
2778,Rebel tree planters' work removed after beachfront poisonings,Australia,,rebel tree planters work removed after beachfront poisonings,negative,-0.6124,0.6124,0.0,0,no,0,0.0,0.21434
2779,"A decade on, country town reflects on fatal fire's seven minutes of terror",Australia,,a decade on country town reflects on fatal fires seven minutes of terror,negative,-0.7845,0.7845,0.0,0,no,0,0.0,0.27457499999999996
2780,"As Victoria's grassland dries, the CFA warns of increased fire risk",Australia,,as victorias grassland dries the cfa warns of increased fire risk,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
2781,Before Venezuela there was the 1990 US capture of Panama's leader,Australia,,before venezuela there was the 1990 us capture of panamas leader,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2782,Trump's other ambition in Venezuela is to get China out of Latin America,Australia,,trumps other ambition in venezuela is to get china out of latin america,neutral,0.0,0.0,0.375,0,no,0,0.0,0.13124999999999998
2783,Serial fraudster allegedly targeting pet and home owners in scam,Australia,,serial fraudster allegedly targeting pet and home owners in scam,negative,-0.802,0.802,0.1,0,no,0,0.0,0.3157
2784,Gauff goes from cold to hot as US makes United Cup quarterfinals,Australia,,gauff goes from cold to hot as us makes united cup quarterfinals,positive,0.4215,0.4215,0.925,0,no,0,0.0,0.471275
2785,Live: ASX set to rise as oil price jumps after strike on Venezuela,Australia,,live asx set to rise as oil price jumps after strike on venezuela,negative,-0.128,0.128,0.5,0,no,0,0.0,0.2198
2786,Banyule locals blame North East Link for sinkhole at football oval,Australia,,banyule locals blame north east link for sinkhole at football oval,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
2787,Teenage girl sexually assaulted and pregnant while in state care,Australia,,teenage girl sexually assaulted and pregnant while in state care,negative,-0.0516,0.0516,0.4444444444444445,0,no,0,0.0,0.17361555555555555
2788,Holiday listening: the secret world of the human ear,Australia,,holiday listening the secret world of the human ear,positive,0.4019,0.4019,0.3999999999999999,0,no,0,0.0,0.28066499999999994
2789,Algae fears boost business in unaffected SA tourist towns,Australia,,algae fears boost business in unaffected sa tourist towns,neutral,-0.0258,0.0258,0.1,0,no,0,0.0,0.04403
2790,Lifesavers say 'swim between flags' message not enough after drownings,Australia,,lifesavers say swim between flags message not enough after drownings,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
2791,How the generation gap is being bridged in this country town,Australia,,how the generation gap is being bridged in this country town,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2792,North-west Queensland towns wait for flooding to reside to begin clean-up,Australia,,northwest queensland towns wait for flooding to reside to begin cleanup,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2793,Aussie teen overcomes 21-year age gap to win at Brisbane International,Australia,,aussie teen overcomes 21year age gap to win at brisbane international,positive,0.5859,0.5859,0.1333333333333333,0,no,0,0.0,0.25173166666666663
2794,Businesses offering a 'safe space' for those experiencing domestic violence,Australia,,businesses offering a safe space for those experiencing domestic violence,negative,-0.296,0.296,0.3,0,no,0,0.0,0.20859999999999998
2795,"Live: 'I am the president': Deposed Venezuelan leader Maduro, wife enter pleas in New York",Australia,,live i am the president deposed venezuelan leader maduro wife enter pleas in new york,neutral,0.0,0.0,0.4772727272727273,0,no,0,0.0,0.16704545454545455
2796,'Money talks': Big win to stop Sydney marina expansion could be short-lived,Australia,,money talks big win to stop sydney marina expansion could be shortlived,positive,0.3818,0.3818,0.25,0,no,0,0.0,0.22112999999999997
2797,Is it worth getting a desk treadmill to boost your steps?,Australia,,is it worth getting a desk treadmill to boost your steps,positive,0.5574,0.5574,0.1,0,no,0,0.0,0.23009
2798,"Insurance, Centrelink repayments 'final nail in coffin' for abuse survivors",Australia,,insurance centrelink repayments final nail in coffin for abuse survivors,negative,-0.6369,0.6369,1.0,0,no,0,0.0,0.572915
2799,Here's what to expect from the RBA this year with rate hikes on the table,Australia,,heres what to expect from the rba this year with rate hikes on the table,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2800,"Tasmania's bioluminescence unrelated to salmon farm nutrients, scientist says",Australia,,tasmanias bioluminescence unrelated to salmon farm nutrients scientist says,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
2801,UN chief warns that US operation in Venezuela sets new 'precedent',Australia,,un chief warns that us operation in venezuela sets new precedent,negative,-0.1027,0.1027,0.4545454545454545,0,no,0,0.0,0.19503590909090907
2802,Towns facing temperatures above 45C as extreme heatwave blasts Australia,Australia,,towns facing temperatures above 45c as extreme heatwave blasts australia,neutral,0.0,0.0,0.55,1,yes,1,0.499999750000125,0.392499950000025
2803,Trump's historic oil grab more about power than production,Australia,,trumps historic oil grab more about power than production,neutral,0.0,0.0,0.25,0,no,0,0.0,0.0875
2804,How much do you know about the meat pie? Test yourself (or treat yourself),Australia,,how much do you know about the meat pie test yourself or treat yourself,positive,0.4019,0.4019,0.2,0,no,0,0.0,0.210665
2805,How a sour rivalry thrust figure skating into the realm of soap opera,Australia,,how a sour rivalry thrust figure skating into the realm of soap opera,neutral,0.0,0.0,0.0999999999999999,0,no,0,0.0,0.03499999999999996
2806,"Tree by tree, this new suburb is dodging baking heat in summer",Australia,,tree by tree this new suburb is dodging baking heat in summer,negative,-0.1027,0.1027,0.4545454545454545,0,no,0,0.0,0.19503590909090907
2807,Overweight adults are signing up for China’s military-style ‘fat prisons’ — where fitness can be deadly,Australia,,overweight adults are signing up for chinas militarystyle fat prisons where fitness can be deadly,negative,-0.1027,0.1027,0.4,0,no,0,0.0,0.175945
2808,Breaking: Nicolás Maduro appears in New York court,Australia,,breaking nicols maduro appears in new york court,neutral,0.0,0.0,0.4545454545454545,0,no,0,0.0,0.15909090909090906
2809,Student pilot walks away unscathed from fiery plane crash,Australia,,student pilot walks away unscathed from fiery plane crash,negative,-0.6249,0.6249,0.0,0,no,0,0.0,0.218715
2810,Bruce Lehrmann launches High Court appeal in latest defamation battle round,Australia,,bruce lehrmann launches high court appeal in latest defamation battle round,negative,-0.3818,0.3818,0.6133333333333333,0,no,0,0.0,0.3482966666666666
2811,Paris court finds 10 people guilty of cyberbullying Brigitte Macron,Australia,,paris court finds 10 people guilty of cyberbullying brigitte macron,negative,-0.4215,0.4215,1.0,0,no,0,0.0,0.497525
2812,Breaking: Manchester United sacks head coach Ruben Amorim,Australia,,breaking manchester united sacks head coach ruben amorim,positive,0.4215,0.4215,0.0,0,no,0,0.0,0.147525
